Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_052PZFMK	1.3423025826143717	-1.7403020226693675	0.4000595472671425
BS_0C7VZC0A	1.2027662837096138	0.8514219817142167	0.4913566726724387
BS_0RQ4P069	-0.8239135947499557	-1.7660044670875559	-0.5339123838598547
BS_1A6MQ9ZA	-0.7820038136003385	0.38847149764008276	-0.4072620725795992
BS_1D6PZNKN	-0.5099756832314304	1.036025959066775	-0.866212899474574
BS_1EBQ3T20	-0.661397358417385	0.9879121067235914	-0.14281056136085366
BS_1EN5V3XW	1.8728526813251913	-1.7403020226693675	0.796983343573334
BS_23QW0BBA	-0.8239135947499557	1.6304517385428947	-2.4571063235830093
BS_2853394H	-0.8239135947499557	-0.5898382189653564	-1.5655350174003386
BS_29X4ZX6Q	0.471849282535723	0.5414683308299854	0.5637466984910805
BS_2A162JH9	-0.8177500635853633	0.764961222117838	0.7141268660338975
BS_2A5R9MEJ	-0.8239135947499557	0.9410255541134547	-3.898735295409574
BS_2EN3X6HB	-0.8239135947499557	0.16913375256202146	-0.6389138969380043
BS_2HNXVFAS	-0.7820038136003385	0.7957440121182253	1.4268854073710056
BS_30VC3R2Q	-0.8116472578530323	1.1162158892486556	-0.15558791208750178
BS_399RPKC9	-0.8056039926380043	0.46772400987154505	0.17558142923838832
BS_3MS8WVNR	1.5100492582258824	-0.5490615352689572	0.10701976182907975
BS_3ZPJAK9A	-0.8116472578530323	-1.2556135424515031	-1.5571618986507783
BS_40MP5BWR	-0.8056039926380043	0.9983806603769589	0.8870785621224139
BS_45J79YTF	0.27554473401781665	1.23247367375204	-3.3694489471089795
BS_49BQS7Z6	-0.8116472578530323	-0.058381011066686556	0.020482709853173346
BS_49FQXT2E	0.7841265234314542	0.23564552203945638	-0.38330435208699193
BS_4B0BAVTX	-0.8177500635853633	0.3986733307728018	0.33858684783998844
BS_4KNBXM3C	-0.7996191173717667	-0.34814845675372624	-1.6467995441570937
BS_4QW2S1Q8	-0.8116472578530323	0.15354976575188617	-1.2043175991442476
BS_51RA1PGE	-0.8056039926380043	0.12267756958809832	-0.06774534829964435
BS_52C576HH	1.8473206580874422	-0.5026198817966835	0.7211584793077865
BS_52MPKTJH	-0.19057705045258172	0.009029148507747897	0.34363906392115257
BS_5965SFPZ	-0.8177500635853633	0.39314194533123065	-0.33852800033740105
BS_59ZJWJTF	0.542594437819152	-1.561080811315083	-0.4609566022536962
BS_5CTVXVRX	-0.8239135947499557	-1.6147200191803148	-1.536374758671397
BS_5GNQC2FF	-0.8239135947499557	-1.7453494620348957	-0.16629572810509152
BS_5JM573JC	-0.49888112208481433	-1.4340389218793559	0.3318314973088988
BS_5P1TN10Z	1.932860278517961	-1.4578640971732988	1.178320801222155
BS_6DCSD5Y6	-0.7996191173717667	-0.08906237898763962	0.3335223839502815
BS_6VPKXXMR	1.1659768303986993	-1.0196899790414569	-1.3129602926529855
BS_6WP1FHTE	-0.12911311931261146	0.3444721800582254	-0.06569822385226876
BS_7327SDAQ	-0.7427507881356281	1.0544702618580706	0.45340092161432605
BS_7GJT4A6A	-0.8239135947499557	0.5862671008121497	0.40169612418701656
BS_84XCR9GG	1.8594046689898085	0.9506278987902527	0.07091816647774035
BS_862NMAR7	-0.8177500635853633	1.1766652392350225	1.4870995970894556
BS_8MA5B8Y9	0.6042316702108499	-1.463981393455178	-0.4659070555924582
BS_8PNA0V6R	0.5182453827263779	0.5415554830898357	-2.915253808675591
BS_8ZD6J47V	-0.8239135947499557	1.1162158892486556	-0.24728684745160356
BS_8ZE4Z9G5	2.2453932001569736	-1.7984818839884755	0.8185344343084054
BS_8ZS9F31R	-0.8239135947499557	-1.735299450025022	-1.5951080740685077
BS_91VYM11A	-0.787820098317669	-1.1933527677614384	-0.5034141731393748
BS_97M1E2DW	-0.7705325640774544	1.0260933293974255	0.35872281415272667
BS_9FX3YREK	-0.8177500635853633	0.8362450468310131	1.0335437789809452
BS_9TXEDSWB	-0.8239135947499557	-0.2339448906053274	0.1350867804777868
BS_9XVACXP0	1.7274399318828162	-1.6027877195486557	-0.06979448071639183
BS_A0DYVX9J	0.7153115629938945	0.7216158343779996	-4.521199930250011
BS_A7Q8G0Y1	-0.7996191173717667	0.6376921438577084	1.0504010834968467
BS_AWH9757B	1.0382022659781946	0.9425661440654549	-0.6687391843698887
BS_B1C6GZ84	-0.8116472578530323	1.1416242587878105	0.3770118236346794
BS_B4R7X1KE	1.9487073526628922	-1.665152462147862	1.446819626669451
BS_BWBDH9GM	-0.8239135947499557	0.7540755077868108	0.6012538160379978
BS_C41DJZ1F	-0.33271042222435165	0.40259129788262515	0.7779420238339159
BS_C6ZZ3FY5	1.5483337973856204	-1.0677707642723857	-0.7665739997458778
BS_CXVGG342	1.7821678897188873	-0.9051073950640698	0.5038568764980527
BS_CZPQ493E	0.2354276526815672	-0.42130521207520694	-0.5570818302009805
BS_D29RPBSZ	-0.8239135947499557	0.3864087498811351	0.5301740349252323
BS_DFGS950G	0.015931064367044705	1.1390982593445922	0.20813934012252308
BS_DRY58DTF	-0.8177500635853633	-1.7766233805528593	0.014584097939886376
BS_DS438CXE	0.1464419797093705	0.10231907199676236	0.6395597895524348
BS_E60JZ9Z3	-0.8116472578530323	0.5077961723215222	1.064742721043781
BS_E7NVYA6G	-0.5366629391380026	-1.5121120511409987	-1.5529878906061172
BS_F9Y4Z92G	1.1313628108360951	0.7183790539238378	-0.05549258395925282
BS_FEV5A0HN	0.904637034720065	1.0848800848003686	0.9944942246323967
