Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_FX2P2WEG	1.424898646322894	0.7121709720348026	1.0623592748852109
BS_FYRDYBMZ	1.3827836132507636	0.1911611339334466	-1.342911921561556
BS_G3RJTBZD	-0.8177500635853633	0.19954423287014816	-0.41692262311897677
BS_G5NHSFD4	1.7044536488056208	-1.4399013261063285	1.2007602256791687
BS_GG9W3J9Y	1.6913524796211186	-1.6351872098755298	0.5878286980888849
BS_GW0GKWMS	-0.8239135947499557	0.7092675139172211	0.17922413344185553
BS_GXTFW99H	-0.787820098317669	-1.7157223207471164	-0.3856877982455608
BS_H0QWRJE2	-0.8177500635853633	-1.7014738200313542	-1.1280902584796868
BS_H1XPVS9A	1.4600032101017724	0.6534830492952777	0.6160701216272935
BS_H1ZS5FMZ	1.186818507682469	0.7568761836596103	0.18830320175768125
BS_HJRTC9JQ	0.5038894731761143	0.6371041477568284	-0.1749016736692803
BS_HRJ9145M	1.2408164023328374	-1.3020780320826335	-1.7495990580803082
BS_J8VX4D17	-0.8177500635853633	-0.8089924458991631	0.642477513953225
BS_J9CBGP57	-0.17953522917583867	0.5810920232722967	0.6131152550365345
BS_JRYJGYC4	0.7270716229756007	-0.6366227763113846	0.012614187061834696
BS_JS95PE0J	1.164728734527548	-0.35453655844934684	0.2856524259303201
BS_JTWNJ8T7	1.103036462064295	0.8927303482625498	0.20094797215588125
BS_JVW2JJ39	1.3549292861419362	0.7273454246427687	1.0504010834968467
BS_K17VQECG	-0.7427507881356281	-0.030248204766125063	0.1480567842841776
BS_KP735TJ6	1.4298043987700322	-1.0352649173890465	0.33690005700843667
BS_KRS4EV4X	-0.8177500635853633	-0.5271050643526732	-0.701768968553398
BS_M0QYNVK8	0.63612776691688	0.39608373502882516	0.8118235697795163
BS_M1PVEHCM	1.1569338994122125	-0.23810855238482287	-1.05454668456862
BS_M7HCF7DW	1.833554985551644	-1.3113804871304409	0.5347840191380644
BS_M85CXHDV	1.361511246467323	-0.9897764510205153	-0.4908368303246813
BS_M8EA6R2A	-0.8177500635853633	0.8900156414370373	0.5147335335101957
BS_MB7WN0ZB	-0.8177500635853633	1.1603614178462853	0.1051351515692163
BS_MDBT7S5Z	-0.8116472578530323	0.8767227416683024	-0.21407326501476015
BS_MKM0EEN1	-0.8239135947499557	0.16727274293430985	-1.0284327153971935
BS_MN5XVP5A	-0.7996191173717667	1.5082989458663194	-0.28103702141915887
BS_MWWZBQ60	-0.8056039926380043	0.861777849735676	0.13136622681161686
BS_MX23ZY0Y	-0.8177500635853633	0.8202227134932225	-0.36433404846303774
BS_N6N147BY	-0.8177500635853633	-1.80408178807067	-0.2992625706586221
BS_NNPEC7W1	-0.7762416346411144	0.16795018594943478	1.1670100517116135
BS_NR3P3GN2	-0.8239135947499557	0.5293099949546654	0.3753557868207474
BS_P0QF87WC	0.9095606846280856	-0.14847655360388787	0.7738390627807659
BS_P9JP6JFA	-0.7705325640774544	-1.7504425802054382	-1.63375627391132
BS_PGK832G2	-0.8116472578530323	-1.6740154125135434	-0.7780525469279395
BS_PKW05VZV	-0.8239135947499557	-0.4339854960062432	-0.6068556157011601
BS_PNYN0AYD	-0.8056039926380043	-1.7205531290938185	1.1130135096238314
BS_PQVTB6BB	-0.8177500635853633	0.9872809156109009	0.6175459891075242
BS_PZVHMSYN	-0.8239135947499557	0.17818141057216474	-0.8305010840232481
BS_Q13FQ8FV	-0.8056039926380043	1.0648822334151093	0.5546438939739264
BS_QB84TBA3	-0.8177500635853633	0.40259129788262515	0.06900069013258853
BS_QWTE1CWR	-0.8177500635853633	0.6306697051888304	0.2063438175956817
BS_QYPHA40N	1.4201191990731443	0.5208752297056495	0.5788304487226547
BS_R5SNFB5B	-0.8177500635853633	-1.7820089309029403	0.05745872524103857
BS_RCCN63K6	-0.8239135947499557	1.3546394586257426	-0.3153414101399249
BS_RJC3WDD6	2.1694591621064734	-0.770036206469138	1.2677486247439094
BS_RXN5T5YT	-0.8177500635853633	0.3821447648017738	0.25779747550776966
BS_S2TA8R29	0.9598955436784925	-0.5490615352689572	-0.30613835414921137
BS_S5P8VTN5	-0.5894987999256871	1.204496742717733	-0.037247137579164445
BS_S6S7SK3P	-0.5980427942993863	0.08630729295827089	0.4913566726724387
BS_SD8YBRBR	2.116476250619396	-1.3328908397867143	2.2965164456472844
BS_T1YHK6B7	-0.8239135947499557	0.24546439581892077	1.0030989042404364
BS_TGS109T3	-0.8239135947499557	1.2548969857148218	0.23488862147196773
BS_TJTEF70D	-0.4529764378432067	-1.4488110486072423	-0.9147985853601717
BS_TK84K675	-0.8177500635853633	-0.7285854009552791	-0.7466370627212064
BS_TM9MH0RP	-0.8177500635853633	0.46082593710782715	-0.31073481437836076
BS_TRKH2SPE	-0.8056039926380043	0.7835188117747727	0.06708145221039026
BS_TV5B86ZD	1.441422072875788	-1.660772784660475	0.76423403284296
BS_TXZ7KHTQ	-0.8239135947499557	0.6095243895855872	0.5743167480152579
BS_V3Z3DB4N	1.2921117713014323	0.6217477171865003	0.3045895095726041
BS_VF5XWFXD	-0.8239135947499557	0.8196381666406647	0.4518043679780567
BS_VKYEM67A	0.0824703644016748	-0.27666318985315275	0.05166374141038376
BS_VMQMGSJY	-0.8056039926380043	-0.273687448792741	-1.218480977675182
BS_VVTHDRBD	-0.22966350656602677	1.1372567703083456	0.1201646432375416
BS_W4DB5RP1	-0.7996191173717667	0.6844711809761438	0.8570379834588315
BS_W60RQAKK	-0.30798488722870776	0.44117403003218303	0.8225506297101254
BS_W9N9844Q	-0.7427507881356281	1.0499332027901587	0.3819720721020241
BS_WAXJY4XQ	1.162475805011618	0.4807863710189739	1.2174330223273084
BS_WH8G4VFB	-0.8177500635853633	-0.09740807472363229	-0.6578442948458313
BS_WJ9H4NZZ	1.2491575387569407	0.9758772866950989	1.867661430864351
BS_WKESC3XN	0.03942679273541128	0.4243637394396052	-0.10494081747534492
BS_WQ1YRTAT	0.8837554021807268	0.9224676253817496	1.2251683563804123
BS_X23724NJ	0.7887285488437455	-0.5054128687542186	0.17375769247360948
BS_X4X1SFSE	0.7240252409109876	-0.9085355420105088	-0.33619772644115115
BS_XG0DBWVT	-0.5980427942993863	0.8940362243827433	1.1141770241798776
BS_XQ5SFW35	0.7946605183229971	1.102746761644954	0.6800416993437113
BS_YA0KMBRT	0.9386680031356222	0.3502557509520122	0.33858684783998844
BS_YEW22W35	-0.7820038136003385	1.491391481862243	1.1704097112598841
BS_Z8F3GM85	1.2906861555483686	-1.5647471807437097	0.6380993977897966
BS_Z8YZ6QGS	0.7868918395031068	1.1279271005930187	0.17558142923838832
BS_ZV1P6W9C	-0.8116472578530323	-0.45253779639926545	-0.31764852283313677
BS_ZVWE73JZ	-0.8116472578530323	0.9221575139858584	0.3603920833836745
